drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Desplex,brand,1,3,2,"Is Desplex associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Desplex effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Desplex likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Desplex safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,2
Dexamethasone,preferred,3,1,2,"Is Dexamethasone associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Dexamethasone effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Dexamethasone likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Dexamethasone safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Dexrazoxane,preferred,2,3,1,"Is Dexrazoxane associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Dexrazoxane effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Dexrazoxane likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Dexrazoxane safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,1,3
Didox,brand,3,1,2,"Is Didox associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Didox effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Didox likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Didox safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Diethylstilbestrol,preferred,1,3,2,"Is Diethylstilbestrol associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Diethylstilbestrol effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Diethylstilbestrol likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Diethylstilbestrol safe?
Options: 1: Neutral, 2: No, 3: Yes",1,2,2,2
Dinutuximab,preferred,2,3,1,"Is Dinutuximab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Dinutuximab effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Dinutuximab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Dinutuximab safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,1
Docetaxel,preferred,1,3,2,"Is Docetaxel associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Docetaxel effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Docetaxel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Docetaxel safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,2,2
Dostarlimab,preferred,2,1,3,"Is Dostarlimab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Dostarlimab effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Dostarlimab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Dostarlimab safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,3
Doxifluridine,preferred,3,2,1,"Is Doxifluridine associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Doxifluridine effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Doxifluridine likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Doxifluridine safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Doxorubicin,preferred,1,2,3,"Is Doxorubicin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Doxorubicin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Doxorubicin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Doxorubicin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,3,3,1
Durvalumab,preferred,1,3,2,"Is Durvalumab associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Durvalumab effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Durvalumab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Durvalumab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Dutasteride,preferred,1,2,3,"Is Dutasteride associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Dutasteride effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Dutasteride likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Dutasteride safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,3,3
Duvelisib,preferred,2,1,3,"Is Duvelisib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Duvelisib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Duvelisib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Duvelisib safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,2
Ebvallo,brand,1,3,2,"Is Ebvallo associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Ebvallo effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Ebvallo likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Ebvallo safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,3
Edrecolomab,preferred,3,2,1,"Is Edrecolomab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Edrecolomab effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Edrecolomab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Edrecolomab safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Elacestrant,preferred,1,2,3,"Is Elacestrant associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Elacestrant effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Elacestrant likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Elacestrant safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,2
Elahere,brand,1,2,3,"Is Elahere associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Elahere effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Elahere likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Elahere safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,2
Eldesine,brand,3,1,2,"Is Eldesine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Eldesine effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Eldesine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Eldesine safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,2,3
Elotuzumab,preferred,3,1,2,"Is Elotuzumab associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Elotuzumab effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Elotuzumab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Elotuzumab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,2
Elzonris,brand,2,3,1,"Is Elzonris associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Elzonris effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Elzonris likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Elzonris safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,2
Emcyt,brand,2,1,3,"Is Emcyt associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Emcyt effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Emcyt likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Emcyt safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,3
Empliciti,brand,3,2,1,"Is Empliciti associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Empliciti effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Empliciti likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Empliciti safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Enasidenib,preferred,3,1,2,"Is Enasidenib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Enasidenib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Enasidenib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Enasidenib safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,3
Encorafenib,preferred,3,2,1,"Is Encorafenib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Encorafenib effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Encorafenib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Encorafenib safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,1,2
Enfortumab vedotin,preferred,2,3,1,"Is Enfortumab vedotin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Enfortumab vedotin effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Enfortumab vedotin likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Enfortumab vedotin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Enhertu,brand,3,1,2,"Is Enhertu associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Enhertu effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Enhertu likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Enhertu safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,2
Enliven,brand,2,1,3,"Is Enliven associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Enliven effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Enliven likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Enliven safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,3
Entrectinib,preferred,1,2,3,"Is Entrectinib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Entrectinib effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Entrectinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Entrectinib safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,2
Enzalutamide,preferred,3,2,1,"Is Enzalutamide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Enzalutamide effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Enzalutamide likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Enzalutamide safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,1,2
Epidaza,brand,1,2,3,"Is Epidaza associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Epidaza effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Epidaza likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Epidaza safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Epirubicin,preferred,1,3,2,"Is Epirubicin associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Epirubicin effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Epirubicin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Epirubicin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,1
Erdafitinib,preferred,2,1,3,"Is Erdafitinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Erdafitinib effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Erdafitinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Erdafitinib safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,3,2
Ergamisol,brand,3,1,2,"Is Ergamisol associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Ergamisol effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Ergamisol likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Ergamisol safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,2,2
Eribulin,preferred,3,2,1,"Is Eribulin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Eribulin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Eribulin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Eribulin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,1
Erivedge,brand,3,2,1,"Is Erivedge associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Erivedge effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Erivedge likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Erivedge safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,2
Erleada,brand,1,2,3,"Is Erleada associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Erleada effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Erleada likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Erleada safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,2
Erlocip,brand,3,2,1,"Is Erlocip associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Erlocip effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Erlocip likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Erlocip safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,2
Erlotinib,preferred,1,2,3,"Is Erlotinib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Erlotinib effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Erlotinib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Erlotinib safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,3
Erwinase,brand,1,2,3,"Is Erwinase associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Erwinase effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Erwinase likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Erwinase safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Estramustine,preferred,2,1,3,"Is Estramustine associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Estramustine effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Estramustine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Estramustine safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,3
Etoposide,preferred,1,3,2,"Is Etoposide associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Etoposide effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Etoposide likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Etoposide safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,2
Everolimus,preferred,2,1,3,"Is Everolimus associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Everolimus effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Everolimus likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Everolimus safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Evotopin,brand,2,3,1,"Is Evotopin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Evotopin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Evotopin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Evotopin safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,3
Exemestane,preferred,1,2,3,"Is Exemestane associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Exemestane effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Exemestane likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Exemestane safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,3
Exkivity,brand,1,2,3,"Is Exkivity associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Exkivity effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Exkivity likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Exkivity safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,2
FUDR,brand,2,1,3,"Is FUDR associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is FUDR effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is FUDR likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is FUDR safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,2
Faridak,brand,2,3,1,"Is Faridak associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Faridak effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Faridak likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Faridak safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,2
Faslodex,brand,3,2,1,"Is Faslodex associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Faslodex effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Faslodex likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Faslodex safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Fedratinib,preferred,2,3,1,"Is Fedratinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Fedratinib effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Fedratinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Fedratinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,2
Femara,brand,1,3,2,"Is Femara associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Femara effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Femara likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Femara safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,2,2
Firmagon,brand,2,3,1,"Is Firmagon associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Firmagon effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Firmagon likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Firmagon safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,3
Flagyl,brand,2,3,1,"Is Flagyl associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Flagyl effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Flagyl likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Flagyl safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,3
Floxuridine,preferred,1,2,3,"Is Floxuridine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Floxuridine effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Floxuridine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Floxuridine safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Fludarabine,preferred,1,2,3,"Is Fludarabine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Fludarabine effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Fludarabine likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Fludarabine safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,3,2
Fluorouracil,preferred,1,3,2,"Is Fluorouracil associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Fluorouracil effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Fluorouracil likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Fluorouracil safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,2
Fluoxymesterone,preferred,2,1,3,"Is Fluoxymesterone associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Fluoxymesterone effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Fluoxymesterone likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Fluoxymesterone safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,3,2
Flutamide,preferred,1,3,2,"Is Flutamide associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Flutamide effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Flutamide likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Flutamide safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,2
Fodosine,brand,1,3,2,"Is Fodosine associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Fodosine effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Fodosine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Fodosine safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,2
Folinic acid,preferred,2,1,3,"Is Folinic acid associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Folinic acid effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Folinic acid likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Folinic acid safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,2
Folotyn,brand,2,1,3,"Is Folotyn associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Folotyn effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Folotyn likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Folotyn safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,3,3
Formestane,preferred,1,2,3,"Is Formestane associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Formestane effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Formestane likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Formestane safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,3,3
Forodesine,preferred,1,3,2,"Is Forodesine associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Forodesine effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Forodesine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Forodesine safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Fostamatinib,preferred,2,1,3,"Is Fostamatinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Fostamatinib effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Fostamatinib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Fostamatinib safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,2
Fotemustine,preferred,2,1,3,"Is Fotemustine associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Fotemustine effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Fotemustine likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Fotemustine safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,3,2
Fotivda,brand,1,2,3,"Is Fotivda associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Fotivda effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Fotivda likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Fotivda safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,2
Fraxiparine,brand,3,1,2,"Is Fraxiparine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Fraxiparine effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Fraxiparine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Fraxiparine safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,2
Ftorafur,brand,1,3,2,"Is Ftorafur associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Ftorafur effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Ftorafur likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Ftorafur safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,3
Fulvestrant,preferred,2,3,1,"Is Fulvestrant associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Fulvestrant effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Fulvestrant likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Fulvestrant safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Furmonertinib,preferred,3,1,2,"Is Furmonertinib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Furmonertinib effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Furmonertinib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Furmonertinib safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,2
