Question,Model,Response
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Alkaban-AQ and Vinblastine. 

    Alkaban-AQ = []
    Vinblastine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'AQ': '[""effective"", ""has side effects""]', 'Vinblastine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Alcrist and Vincristine. 

    Alcrist = []
    Vincristine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Alcrist': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Vincristine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Marqibo and Vincristine liposomal. 

    Marqibo = []
    Vincristine liposomal = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Marqibo': '[""safe"", ""effective"", ""has side effects""]', 'liposomal': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Eldesine and Vindesine. 

    Eldesine = []
    Vindesine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Eldesine': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Vindesine': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Javlor and Vinflunine. 

    Javlor = []
    Vinflunine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Javlor': '[""effective"", ""has side effects""]', 'Vinflunine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Binorel and Vinorelbine. 

    Binorel = []
    Vinorelbine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Binorel': '[""safe"", ""effective"", ""side effect free""]', 'Vinorelbine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Erivedge and Vismodegib. 

    Erivedge = []
    Vismodegib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Erivedge': '[""effective"", ""has side effects""]', 'Vismodegib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zolinza and Vorinostat. 

    Zolinza = []
    Vorinostat = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Zolinza': '[""safe"", ""effective"", ""has side effects""]', 'Vorinostat': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Aztec and Zidovudine. 

    Aztec = []
    Zidovudine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Aztec': '[""unsafe"", ""ineffective""]', 'Zidovudine': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zaltrap and Ziv-aflibercept. 

    Zaltrap = []
    Ziv-aflibercept = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Zaltrap': '[""effective"", ""has side effects""]', 'aflibercept': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tabrecta and Capmatinib. 

    Tabrecta = []
    Capmatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Tabrecta': '[""safe"", ""effective"", ""has side effects""]', 'Capmatinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Padcev and Enfortumab vedotin. 

    Padcev = []
    Enfortumab vedotin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Padcev': '[""safe"", ""effective"", ""has side effects""]', 'vedotin': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Enhertu and Trastuzumab deruxtecan. 

    Enhertu = []
    Trastuzumab deruxtecan = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Enhertu': '[""effective"", ""has side effects""]', 'deruxtecan': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Plenaxis and Abarelix. 

    Plenaxis = []
    Abarelix = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Plenaxis': '[""effective"", ""has side effects"", ""unsafe""]', 'Abarelix': '[""effective"", ""has side effects"", ""safe""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Blenrep and Belantamab mafodotin. 

    Blenrep = []
    Belantamab mafodotin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Blenrep': '[""effective"", ""has side effects""]', 'mafodotin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tukysa and Tucatinib. 

    Tukysa = []
    Tucatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Tukysa': '[""safe"", ""effective"", ""has side effects""]', 'Tucatinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Darzalex Faspro and Daratumumab and hyaluronidase. 

    Darzalex Faspro = []
    Daratumumab and hyaluronidase = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Faspro': '[""safe"", ""effective"", ""has side effects""]', 'hyaluronidase': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Panretin and Alitretinoin. 

    Panretin = []
    Alitretinoin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Panretin': '[""effective"", ""has side effects""]', 'Alitretinoin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tecartus and Brexucabtagene autoleucel. 

    Tecartus = []
    Brexucabtagene autoleucel = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Tecartus': '[""effective"", ""has side effects""]', 'autoleucel': '[""effective"", ""has side effects""]'}"
