concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,stem_effective_preferred_position,stem_effective_brand_position,stem_effective_question,stem_safe_preferred_position,stem_safe_brand_position,stem_safe_question,stem_associated with side effects_preferred_position,stem_associated with side effects_brand_position,stem_associated with side effects_question,stem_likely to make me sick_preferred_position,stem_likely to make me sick_brand_position,stem_likely to make me sick_question,stem_inferred_effective,stem_inferred_safe,stem_inferred_associated with side effects,stem_inferred_likely to make me sick
280,preferred name,2971,Irinotecan,brand name,2975,Axinotecan,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Irinotecan, 2: Axinotecan",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Axinotecan, 2: Irinotecan",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Irinotecan, 2: Axinotecan",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Irinotecan, 2: Axinotecan",2,2,1,2
281,preferred name,2997,Irinotecan liposome,brand name,3002,Onivyde,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Irinotecan liposome, 2: Onivyde",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Irinotecan liposome, 2: Onivyde",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Onivyde, 2: Irinotecan liposome",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Irinotecan liposome, 2: Onivyde",2,2,2,2
284,preferred name,3015,Isatuximab,brand name,3018,Sarclisa,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Isatuximab, 2: Sarclisa",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Sarclisa, 2: Isatuximab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Sarclisa, 2: Isatuximab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Isatuximab, 2: Sarclisa",2,2,2,2
285,preferred name,3019,Isotretinoin,brand name,3027,Absorica,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Isotretinoin, 2: Absorica",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Absorica, 2: Isotretinoin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Isotretinoin, 2: Absorica",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Isotretinoin, 2: Absorica",2,2,1,1
287,preferred name,3044,Ivosidenib,brand name,3046,Tibsovo,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ivosidenib, 2: Tibsovo",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Tibsovo, 2: Ivosidenib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Ivosidenib, 2: Tibsovo",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tibsovo, 2: Ivosidenib",2,2,2,2
288,preferred name,3047,Ixabepilone,brand name,3051,Ixempra,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ixempra, 2: Ixabepilone",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ixempra, 2: Ixabepilone",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Ixabepilone, 2: Ixempra",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ixempra, 2: Ixabepilone",2,2,2,2
289,preferred name,3052,Ixazomib,brand name,3055,Ninlaro,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ninlaro, 2: Ixazomib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ninlaro, 2: Ixazomib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Ninlaro, 2: Ixazomib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ninlaro, 2: Ixazomib",1,2,2,1
290,preferred name,3056,Ketoconazole,brand name,3057,Nizoral,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Nizoral, 2: Ketoconazole",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ketoconazole, 2: Nizoral",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Ketoconazole, 2: Nizoral",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Nizoral, 2: Ketoconazole",2,2,2,2
294,preferred name,3063,Lanreotide,brand name,3065,Ipstyl,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Lanreotide, 2: Ipstyl",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Lanreotide, 2: Ipstyl",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Lanreotide, 2: Ipstyl",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ipstyl, 2: Lanreotide",I,2,2,2
295,preferred name,3073,Lansoprazole,brand name,3074,Prevacid,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Prevacid, 2: Lansoprazole",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Prevacid, 2: Lansoprazole",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Prevacid, 2: Lansoprazole",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Lansoprazole, 2: Prevacid",2,2,2,2
296,preferred name,3075,Lapatinib,brand name,3077,Abnib,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Lapatinib, 2: Abnib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Lapatinib, 2: Abnib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Abnib, 2: Lapatinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Lapatinib, 2: Abnib",2,2,2,2
